,Set_1_A,MA_A,MB_A,Set_2_A,ATname_A,com_name_A,com_names_A,gene_fam_size_A,med_exp_level_A,max_exp_level_A,sim1_paralog_ks_A,ka_ks_evolve_rate_A,sim2_paralogs_max_perID_A,GO slimes_A,GO terms_A,Set_1_B,MA_B,MB_B,Set_2_B,ATname_B,com_name_B,com_names_B,gene_fam_size_B,med_exp_level_B,max_exp_level_B,sim1_paralog_ks_B,ka_ks_evolve_rate_B,sim2_paralogs_max_perID_B,GO slimes_B,GO terms_B,gene_fam_size_C,sim1_paralog_ks_C,med_exp_ratio_A/B,max_exp_ratio_A/B
171,804,AT1G70510,AT1G23380,804,AT1G70510,atk1,"atk1,knat2",8.0,11.95192445,295.6674822,1.0042,0.145090619,71.95,"['response to chemical', 'other metabolic processes', 'other cellular processes', 'reproduction', 'response to endogenous stimulus', 'protein binding', 'DNA-binding transcription factor activity', 'anatomical structure development', 'signal transduction', 'flower development', 'multicellular organism development', 'biosynthetic process', 'nucleobase-containing compound metabolic process', 'nucleus', 'post-embryonic development']","['response to ethylene', 'nucleus', 'DNA-binding transcription factor activity, RNA polymerase II-specific', 'regulation of DNA-templated transcription', 'protein binding', 'nucleus', 'DNA-binding transcription factor activity', 'specification of carpel identity', 'protein binding', 'nucleus', 'cytokinin-activated signaling pathway', 'protein binding', 'DNA-binding transcription factor activity', 'protein binding', 'protein binding']",804,AT1G70510,AT1G23380,804,AT1G23380,knat6,"knat6,knat6l,knat6s",8.0,49.81641066,592.2170216,1.0042,0.145090619,70.73,"['protein binding', 'DNA-binding transcription factor activity', 'anatomical structure development', 'nucleus', 'DNA binding', 'nucleic acid binding']","['DNA-binding transcription factor activity', 'transcription cis-regulatory region binding', 'DNA-binding transcription factor activity, RNA polymerase II-specific', 'protein binding', 'protein binding', 'protein binding', 'nucleus', 'meristem maintenance', 'nucleus', 'nucleus']",8.0,1.0042,0.23991942196664073,0.4992552922595699
172,805,AT1G26790,AT1G69570,805,AT1G26790,AT1G26790,at1g26790,7.0,6.999265683,37.90298307,0.8435,0.603319502,78.33,"['other cellular processes', 'other metabolic processes', 'DNA-binding transcription factor activity', 'biosynthetic process', 'nucleobase-containing compound metabolic process', 'DNA binding', 'nucleus']","['DNA-binding transcription factor activity', 'regulation of DNA-templated transcription', 'regulation of DNA-templated transcription', 'DNA-binding transcription factor activity', 'DNA binding', 'nucleus', 'DNA-binding transcription factor activity', 'regulation of DNA-templated transcription']",805,AT1G26790,AT1G69570,805,AT1G69570,AT1G69570,at1g69570,7.0,61.58210626,633.1079221,0.8435,0.603319502,77.78,"['other cellular processes', 'other metabolic processes', 'reproduction', 'response to light stimulus', 'DNA-binding transcription factor activity', 'anatomical structure development', 'multicellular organism development', 'biosynthetic process', 'nucleobase-containing compound metabolic process', 'nucleus', 'DNA binding', 'post-embryonic development']","['negative regulation of short-day photoperiodism, flowering', 'negative regulation of long-day photoperiodism, flowering', 'DNA-binding transcription factor activity', 'regulation of DNA-templated transcription', 'regulation of DNA-templated transcription', 'nucleus', 'DNA-binding transcription factor activity', 'DNA-binding transcription factor activity', 'DNA binding']",7.0,0.8435,0.11365745844172755,0.05986812318550199
173,806,AT1G79700,AT1G16060,806,AT1G79700,wri4,wri4,12.0,110.2470677,1009.129152,0.5905,0.301947502,75.82,"['other cellular processes', 'other metabolic processes', 'DNA-binding transcription factor activity', 'biosynthetic process', 'nucleobase-containing compound metabolic process', 'nucleus', 'DNA binding', 'lipid metabolic process', 'nucleic acid binding']","['nucleus', 'sequence-specific DNA binding', 'positive regulation of fatty acid biosynthetic process', 'transcription cis-regulatory region binding', 'positive regulation of wax biosynthetic process', 'DNA-binding transcription factor activity', 'positive regulation of cutin biosynthetic process', 'nucleus', 'DNA-binding transcription factor activity', 'DNA-binding transcription factor activity, RNA polymerase II-specific', 'DNA-binding transcription factor activity', 'nucleus', 'nucleus', 'DNA-binding transcription factor activity', 'regulation of DNA-templated transcription', 'positive regulation of fatty acid biosynthetic process', 'nucleus', 'nucleus', 'positive regulation of wax biosynthetic process']",806,AT1G79700,AT1G16060,806,AT1G16060,adap,"adap,wri3",12.0,87.43832967,1450.020509,0.5905,0.301947502,72.19,"['response to chemical', 'other metabolic processes', 'other cellular processes', 'response to endogenous stimulus', 'DNA-binding transcription factor activity', 'response to stress', 'multicellular organism development', 'nucleobase-containing compound metabolic process', 'biosynthetic process', 'nucleus', 'response to abiotic stimulus', 'growth', 'DNA binding', 'lipid metabolic process', 'post-embryonic development']","['response to abscisic acid', 'regulation of DNA-templated transcription', 'nucleus', 'positive regulation of fatty acid biosynthetic process', 'nucleus', 'nucleus', 'response to salt stress', 'nucleus', 'regulation of growth', 'nucleus', 'positive regulation of fatty acid biosynthetic process', 'nucleus', 'DNA-binding transcription factor activity, RNA polymerase II-specific', 'DNA-binding transcription factor activity', 'DNA-binding transcription factor activity', 'nucleus', 'nucleus', 'negative regulation of seed germination', 'response to water deprivation', 'DNA-binding transcription factor activity', 'DNA binding', 'positive regulation of cutin biosynthetic process']",12.0,0.5905,1.260855143460336,0.6959412958206649
174,807,AT5G39430,AT3G29180,807,AT5G39430,AT5G39430,AT5G39430,5.0,6.09047166,26.63115781,1.0383,0.12510835,76.64,"['unknown biological processes', 'unknown molecular functions', 'mitochondrion']","['biological_process_unknown', 'mitochondrion', 'molecular_function_unknown']",807,AT5G39430,AT3G29180,807,AT3G29180,AT3G29180,at3g29180,5.0,521.7766352,7086.99502,1.0383,0.12510835,76.64,"['other cellular processes', 'catabolic process', 'other metabolic processes', 'response to chemical', 'other biological processes', 'response to endogenous stimulus', 'anatomical structure development', 'signal transduction', 'multicellular organism development', 'biosynthetic process', 'growth', 'unknown cellular components', 'unknown molecular functions', 'lipid metabolic process', 'cell differentiation']","['tissue development', 'catabolic process', 'macromolecule metabolic process', 'molecular_function_unknown', 'lipid biosynthetic process', 'cellular_component_unknown', 'cellular response to hormone stimulus', 'root development', 'regulation of developmental growth', 'hormone-mediated signaling pathway', 'regulation of multicellular organismal process', 'cellular lipid metabolic process', 'cell differentiation']",5.0,1.0383,0.011672564942785311,0.003757750320812276
175,808,AT3G58700,AT2G42740,808,AT3G58700,AT3G58700,at3g58700,5.0,1140.060972,3125.675839,0.4878,0.0100451,100.0,"['other cellular processes', 'vacuole', 'ribosome', 'other metabolic processes', 'nucleobase-containing compound metabolic process', 'cytoplasm', 'cytosol', 'RNA binding', 'structural molecule activity']","['structural constituent of ribosome', 'cytosolic large ribosomal subunit', 'cytosol', 'cytoplasm', 'cytosolic large ribosomal subunit', 'cytosolic ribosome', 'cellular component biogenesis', 'mRNA binding', 'RNA binding', 'mRNA binding', 'vacuole', 'RNA metabolic process', 'cytosolic ribosome']",808,AT3G58700,AT2G42740,808,AT2G42740,rpl16a,rpl16a,5.0,565.7366873,2149.087935,1.7255,0.008171544,99.45,"['vacuole', 'ribosome', 'protein binding', 'nucleolus', 'other cellular components', 'cytosol', 'RNA binding', 'cytoplasm', 'translation', 'structural molecule activity']","['protein binding', 'protein binding', 'nucleolus', 'cytosolic large ribosomal subunit', 'RNA binding', 'plasmodesma', 'vacuole', 'structural constituent of ribosome', 'cytosolic large ribosomal subunit', 'mRNA binding', 'translation', 'cytosolic large ribosomal subunit', 'cytosol', 'cytoplasm']",5.0,,2.0151794953249094,1.4544197043291298
176,809,AT1G04410,AT5G43330,809,AT1G04410,c-nad-mdh1,c-nad-mdh1,4.0,5680.8418,9561.572576,0.6658,0.056924001,93.98,"['other cellular processes', 'other metabolic processes', 'vacuole', 'response to chemical', 'protein binding', 'plasma membrane', 'other cellular components', 'catalytic activity', 'generation of precursor metabolites and energy', 'plastid', 'nucleus', 'cytosol', 'RNA binding', 'chloroplast', 'cytoplasm', 'extracellular region']","['chloroplast', 'protein binding', 'oxaloacetate metabolic process', 'tricarboxylic acid cycle', 'plasma membrane', 'plant-type vacuole', 'nucleus', 'apoplast', 'plant-type vacuole', 'chloroplast stroma', 'cytosol', 'mRNA binding', 'extracellular region', 'NADH metabolic process', 'response to zinc ion', 'plasmodesma', 'chloroplast stroma', 'L-malate dehydrogenase activity', 'cytoplasm', 'malate metabolic process']",809,AT1G04410,AT5G43330,809,AT5G43330,c-nad-mdh2,c-nad-mdh2,4.0,258.7503294,2942.266253,0.6658,0.056924001,93.98,"['other cellular processes', 'other metabolic processes', 'protein binding', 'plasma membrane', 'other cellular components', 'catalytic activity', 'generation of precursor metabolites and energy', 'plastid', 'cytosol', 'cytoplasm']","['plastid', 'tricarboxylic acid cycle', 'protein binding', 'plasma membrane', 'malate metabolic process', 'L-malate dehydrogenase activity', 'cytosol', 'cytoplasm', 'NADH metabolic process', 'plasmodesma', 'oxaloacetate metabolic process']",4.0,0.6658,21.954916205026482,3.249730566107268
177,810,AT1G77000,AT1G21410,810,AT1G77000,atskp2,skp2a,14.0,174.2967778,1570.935509,0.892,0.116367713,83.06,"['other cellular processes', 'catabolic process', 'other metabolic processes', 'other cellular components', 'protein metabolic process', 'response to stress', 'anatomical structure development', 'multicellular organism development', 'nucleus', 'response to abiotic stimulus', 'post-embryonic development']","['SCF-dependent proteasomal ubiquitin-dependent protein catabolic process', 'SCF ubiquitin ligase complex', 'nucleus', 'heat acclimation', 'negative regulation of lateral root development', 'ubiquitin-dependent protein catabolic process', 'nucleus', 'proteolysis involved in protein catabolic process', 'ubiquitin-dependent protein catabolic process']",810,AT1G77000,AT1G21410,810,AT1G21410,2,"atskp2;2,skp2b",14.0,237.8298765,2883.511878,0.892,0.116367713,83.06,"['other cellular processes', 'other metabolic processes', 'catabolic process', 'response to chemical', 'response to endogenous stimulus', 'protein binding', 'other cellular components', 'protein metabolic process', 'anatomical structure development', 'catalytic activity', 'multicellular organism development', 'post-embryonic development', 'nucleus', 'transferase activity']","['nucleus', 'protein binding', 'nucleus', 'positive regulation of cell division', 'SCF ubiquitin ligase complex', 'nucleus', 'nucleus', 'SCF-dependent proteasomal ubiquitin-dependent protein catabolic process', 'protein binding', 'nucleus', 'ubiquitin-protein transferase activity', 'SCF ubiquitin ligase complex', 'SCF-dependent proteasomal ubiquitin-dependent protein catabolic process', 'cellular response to auxin stimulus', 'SCF ubiquitin ligase complex', 'protein binding', 'lateral root formation', 'SCF-dependent proteasomal ubiquitin-dependent protein catabolic process']",14.0,0.892,0.7328632565639834,0.544799388892963
178,811,AT4G17980,AT5G46590,811,AT4G17980,anac071,"anac071,nac071",102.0,6.63393,20.26611061,1.2917,0.13942866,71.32,"['response to chemical', 'other cellular processes', 'other metabolic processes', 'response to endogenous stimulus', 'DNA-binding transcription factor activity', 'response to stress', 'nucleobase-containing compound metabolic process', 'biosynthetic process', 'nucleus', 'DNA binding']","['response to wounding', 'DNA-binding transcription factor activity', 'sequence-specific DNA binding', 'DNA-binding transcription factor activity', 'nucleus', 'DNA binding', 'cellular response to auxin stimulus', 'regulation of DNA-templated transcription', 'nucleus', 'cell division']",811,AT4G17980,AT5G46590,811,AT5G46590,anac096,"anac096,nac096",102.0,8.078555265,162.9349511,1.2917,0.13942866,71.32,"['response to chemical', 'other cellular processes', 'other metabolic processes', 'cell communication', 'response to endogenous stimulus', 'protein binding', 'DNA-binding transcription factor activity', 'signal transduction', 'response to stress', 'nucleobase-containing compound metabolic process', 'biosynthetic process', 'nucleus', 'DNA binding']","['positive regulation of abscisic acid-activated signaling pathway', 'nucleus', 'DNA-binding transcription factor activity', 'regulation of DNA-templated transcription', 'DNA-binding transcription factor activity', 'nucleus', 'protein binding', 'nucleus', 'DNA binding', 'response to wounding']",102.0,1.2917,0.8211777703299526,0.12438160427324053
179,812,AT1G66180,AT5G37540,812,AT1G66180,AT1G66180,at1g66180,58.0,669.7171812,4217.752049,0.7651,0.152921187,81.38,"['other cellular processes', 'response to chemical', 'response to external stimulus', 'Golgi apparatus', 'response to light stimulus', 'response to stress', 'catalytic activity', 'hydrolase activity', 'response to abiotic stimulus', 'extracellular region']","['aspartic-type endopeptidase activity', 'extracellular region', 'response to light stimulus', 'Golgi apparatus', 'cellular response to hypoxia', 'response to L-ascorbic acid']",812,AT1G66180,AT5G37540,812,AT5G37540,AT5G37540,at5g37540,58.0,176.9185466,1703.211157,0.7651,0.152921187,79.05,"['response to chemical', 'other cellular processes', 'other metabolic processes', 'response to external stimulus', 'response to biotic stimulus', 'response to endogenous stimulus', 'anatomical structure development', 'signal transduction', 'response to stress', 'biosynthetic process', 'secondary metabolic process', 'nucleobase-containing compound metabolic process', 'response to abiotic stimulus', 'growth', 'cell growth', 'extracellular region', 'cell differentiation']","['abscisic acid-activated signaling pathway', 'plant epidermis development', 'secondary metabolite biosynthetic process', 'extracellular region', 'response to water deprivation', 'regulation of defense response', 'response to osmotic stress', 'cell morphogenesis', 'regulation of DNA-templated transcription', 'cell differentiation', 'developmental growth', 'defense response to bacterium', 'cellular localization', 'cell growth']",58.0,0.7651,3.785454911712461,2.476352994557092
180,813,AT3G19280,AT1G49710,813,AT3G19280,atfut11,"atfut11,fuct1,fucta,fut11",2.0,39.08233437,75.29477547,0.7889,0.165546964,76.61,"['other cellular processes', 'other metabolic processes', 'Golgi apparatus', 'protein metabolic process', 'biosynthetic process', 'transferase activity']","['fucosylation', 'fucosyltransferase activity', 'alpha-(1->3)-fucosyltransferase activity', 'glycosyltransferase activity', 'Golgi apparatus', 'protein N-linked glycosylation']",813,AT3G19280,AT1G49710,813,AT1G49710,atfut12,"atfut12,fuct2,fuctb,fut12",2.0,168.8202051,460.136533,0.7889,0.165546964,76.61,"['other cellular processes', 'other metabolic processes', 'Golgi apparatus', 'endosome', 'protein metabolic process', 'other intracellular components', 'biosynthetic process', 'transferase activity']","['fucosyltransferase activity', 'protein glycosylation', 'trans-Golgi network', 'glycosyltransferase activity', 'regulation of cellular biosynthetic process', 'Golgi trans cisterna', 'cell wall biogenesis', 'Golgi apparatus', 'regulation of primary metabolic process', 'Golgi apparatus', 'regulation of macromolecule biosynthetic process', 'Golgi apparatus', 'endosome', 'plant-type cell wall organization or biogenesis', 'Golgi apparatus']",2.0,0.7889,0.23150270636651415,0.16363572563798148
181,814,AT1G12640,AT1G63050,814,AT1G12640,atlplat1,"atlplat1,lpcat1,lplat1",2.0,341.3989194,1833.463182,0.6127,0.129590338,87.01,"['other cellular processes', 'other metabolic processes', 'endoplasmic reticulum', 'plasma membrane', 'other membranes', 'biosynthetic process', 'lipid metabolic process', 'extracellular region', 'transferase activity']","['galactolipid biosynthetic process', 'phospholipid biosynthetic process', 'plasma membrane', 'acyltransferase activity', 'triglyceride biosynthetic process', 'glycerolipid biosynthetic process', 'membrane', 'extracellular region', 'endoplasmic reticulum', 'phospholipid biosynthetic process', 'lysophospholipid acyltransferase activity', 'acyltransferase activity', 'lipid modification', 'extracellular region', 'triglyceride biosynthetic process', 'lysophospholipid acyltransferase activity']",814,AT1G12640,AT1G63050,814,AT1G63050,atlplat2,"atlplat2,lpcat2,lplat2",2.0,225.0925728,1064.387554,0.6127,0.129590338,87.01,"['other cellular processes', 'other metabolic processes', 'endoplasmic reticulum', 'protein binding', 'other membranes', 'biosynthetic process', 'nucleus', 'lipid metabolic process', 'transferase activity']","['galactolipid biosynthetic process', 'protein binding', 'triglyceride biosynthetic process', 'triglyceride biosynthetic process', 'phospholipid biosynthetic process', '1-acylglycerophosphocholine O-acyltransferase activity', 'lysophospholipid acyltransferase activity', 'triglyceride metabolic process', 'glycerolipid biosynthetic process', 'lipid modification', 'endoplasmic reticulum', 'phospholipid biosynthetic process', 'membrane', 'acyltransferase activity', 'nucleus', 'lysophospholipid acyltransferase activity', 'acyltransferase activity']",2.0,0.6127,1.5167045058538688,1.722552255623237
182,815,AT1G15330,AT1G80090,815,AT1G15330,AT1G15330,at1g15330,2.0,20.97183144,3234.89,1.5679,0.222973404,55.68,"['response to chemical', 'response to external stimulus', 'reproduction', 'pollination', 'anatomical structure development', 'flower development', 'multicellular organism development', 'cytoplasm']","['pollen development', 'pollen tube guidance', 'embryo sac development', 'developmental process involved in reproduction', 'cytoplasm', 'stamen development']",815,AT1G15330,AT1G80090,815,AT1G80090,cbsx4,cbsx4,2.0,4.239582904,2357.812941,1.5679,0.222973404,53.74,"['response to chemical', 'response to external stimulus', 'Golgi apparatus', 'reproduction', 'pollination', 'anatomical structure development', 'flower development', 'multicellular organism development']","['stamen development', 'developmental process involved in reproduction', 'Golgi apparatus', 'embryo sac development', 'pollen tube guidance', 'pollen development']",2.0,1.5679,4.946673273027238,1.3719875498808707
183,816,AT1G51710,AT3G21280,816,AT1G51710,atubp6,"atubp6,ubp6",2.0,1269.586973,2696.016704,0.5049,0.178649237,82.99,"['catabolic process', 'other metabolic processes', 'protein binding', 'other cellular components', 'protein metabolic process', 'catalytic activity', 'other binding', 'hydrolase activity', 'nucleus']","['protein deubiquitination', 'cysteine-type deubiquitinase activity', 'proteasome binding', 'calmodulin binding', 'nucleus', 'nucleus', 'plasmodesma', 'cysteine-type deubiquitinase activity', 'nucleus', 'regulation of proteasomal protein catabolic process', 'protein deubiquitination']",816,AT1G51710,AT3G21280,816,AT3G21280,ubp7,ubp7,2.0,195.8928709,365.839257,0.5049,0.178649237,82.99,"['other metabolic processes', 'catabolic process', 'protein metabolic process', 'catalytic activity', 'other binding', 'hydrolase activity', 'nucleus']","['cysteine-type deubiquitinase activity', 'proteasome binding', 'nucleus', 'regulation of proteasomal protein catabolic process', 'nucleus', 'protein deubiquitination']",2.0,0.5049,6.481026936646932,7.369402414897208
184,819,AT4G31920,AT2G25180,819,AT4G31920,arr10,"arr10,rr10",13.0,89.79735929,438.0341323,2.3143,0.088061185,60.66,"['response to chemical', 'other metabolic processes', 'cell communication', 'DNA-binding transcription factor activity', 'anatomical structure development', 'signal transduction', 'growth', 'response to abiotic stimulus', 'reproduction', 'response to stress', 'nucleus', 'other molecular functions', 'biosynthetic process', 'post-embryonic development', 'other cellular processes', 'response to endogenous stimulus', 'protein binding', 'multicellular organism development', 'chloroplast']","['chloroplast', 'cytokinin-activated signaling pathway', 'regulation of root meristem growth', 'regulation of cytokinin-activated signaling pathway', 'regulation of root meristem growth', 'nucleus', 'DNA-binding transcription factor activity', 'regulation of anthocyanin metabolic process', 'DNA-binding transcription factor activity', 'regulation of root meristem growth', 'primary root development', 'root development', 'cellular response to cytokinin stimulus', 'regulation of cytokinin-activated signaling pathway', 'response to cytokinin', 'response to cytokinin', 'maintenance of shoot apical meristem identity', 'phosphorelay response regulator activity', 'response to water deprivation', 'callus formation', 'response to water deprivation', 'protein binding', 'regulation of seed growth', 'phosphorelay response regulator activity', 'cytokinin-activated signaling pathway', 'shoot system development', 'regulation of chlorophyll biosynthetic process']",819,AT4G31920,AT2G25180,819,AT2G25180,arr12,"arr12,rr12",13.0,171.2772908,406.3188788,2.3143,0.088061185,65.0,"['other cellular processes', 'response to chemical', 'other metabolic processes', 'reproduction', 'cell communication', 'response to endogenous stimulus', 'DNA-binding transcription factor activity', 'anatomical structure development', 'response to stress', 'signal transduction', 'multicellular organism development', 'biosynthetic process', 'growth', 'response to abiotic stimulus', 'cytoplasm', 'nucleus', 'other molecular functions', 'post-embryonic development']","['response to water deprivation', 'phosphorelay response regulator activity', 'regulation of cytokinin-activated signaling pathway', 'regulation of anthocyanin metabolic process', 'shoot system development', 'regulation of seed growth', 'maintenance of shoot apical meristem identity', 'phosphorelay response regulator activity', 'cytokinin-activated signaling pathway', 'callus formation', 'regulation of root meristem growth', 'root development', 'cytoplasm', 'cytokinin-activated signaling pathway', 'nucleus', 'primary root development', 'response to cytokinin', 'regulation of root meristem growth', 'response to water deprivation', 'regulation of chlorophyll biosynthetic process', 'DNA-binding transcription factor activity', 'regulation of root meristem growth', 'cellular response to cytokinin stimulus', 'response to cytokinin', 'regulation of cytokinin-activated signaling pathway']",13.0,2.3143,0.5242805912597959,1.0780550822390191
185,820,AT2G31650,AT1G05830,820,AT2G31650,atx1,"atx1,sdg27",2.0,56.8494898,323.3949923,0.564,0.273049645,69.21,"['response to chemical', 'other metabolic processes', 'lipid binding', 'anatomical structure development', 'signal transduction', 'regulation of gene expression, epigenetic', 'other intracellular components', 'cytoplasm', 'response to abiotic stimulus', 'DNA binding', 'cellular component organization', 'nucleic acid binding', 'reproduction', 'plasma membrane', 'response to stress', 'catalytic activity', 'nucleus', 'flower development', 'chromatin binding', 'biosynthetic process', 'nucleoplasm', 'transferase activity', 'post-embryonic development', 'other cellular processes', 'response to endogenous stimulus', 'protein binding', 'multicellular organism development', 'nucleobase-containing compound metabolic process']","['abscisic acid-activated signaling pathway', 'actin cytoskeleton organization', 'nucleus', 'epigenetic regulation of gene expression', 'chromatin binding', 'nucleus', 'vegetative to reproductive phase transition of meristem', 'chromatin', 'cytoplasm', 'regulation of DNA-templated transcription', 'negative regulation of flower development', 'regulation of lateral root development', 'vegetative to reproductive phase transition of meristem', 'regulation of flower development', 'chromatin', 'histone H3K4 methyltransferase activity', 'epigenetic regulation of gene expression', 'Set1C/COMPASS complex', 'perinuclear region of cytoplasm', 'response to water deprivation', 'protein binding', 'protein binding', 'protein binding', 'peptidyl-lysine methylation', 'protein methyltransferase activity', 'plasma membrane', 'regulation of stomatal closure', 'regulation of root morphogenesis', 'chromatin remodeling', 'protein binding', 'quiescent center organization', 'regulation of root development', 'transcription cis-regulatory region binding', 'specification of floral organ identity', 'protein binding', 'regulation of transcription by RNA polymerase II', 'regulation of transcription by RNA polymerase II', 'regulation of flower development', 'phosphatidylinositol-5-phosphate binding', 'nucleus', 'regulation of flower development']",820,AT2G31650,AT1G05830,820,AT1G05830,atx2,"atx2,sdg30",,,,,,,"['other cellular processes', 'other metabolic processes', 'reproduction', 'anatomical structure development', 'regulation of gene expression, epigenetic', 'catalytic activity', 'multicellular organism development', 'nucleobase-containing compound metabolic process', 'biosynthetic process', 'nucleus', 'transferase activity', 'nucleoplasm', 'other intracellular components', 'post-embryonic development']","['nucleus', 'vegetative to reproductive phase transition of meristem', 'nucleus', 'regulation of transcription by RNA polymerase II', 'epigenetic regulation of gene expression', 'nucleus', 'regulation of DNA-templated transcription', 'histone H3K4 methyltransferase activity', 'epigenetic regulation of gene expression', 'Set1C/COMPASS complex', 'epigenetic regulation of gene expression', 'chromatin', 'nucleus']",,,,
186,821,AT1G50280,AT3G19850,821,AT1G50280,AT1G50280,at1g50280,,,,,,,"['response to chemical', 'response to endogenous stimulus', 'protein binding', 'other cellular components', 'nucleus']","['protein binding', 'nucleus', 'response to abscisic acid', 'Cul3-RING ubiquitin ligase complex']",821,AT1G50280,AT3G19850,821,AT3G19850,AT3G19850,at3g19850,33.0,96.40792461,779.7518542,0.6932,0.355164455,62.5,"['unknown molecular functions', 'nucleus', 'growth']","['molecular_function_unknown', 'growth', 'nucleus']",,,,
187,823,AT1G51880,AT3G21340,823,AT1G51880,rhs6,rhs6,330.0,14.63858718,45.59038451,0.3958,0.374936837,73.11,"['other cellular processes', 'other metabolic processes', 'transport', 'kinase activity', 'anatomical structure development', 'cell differentiation', 'catalytic activity', 'multicellular organism development', 'growth', 'unknown cellular components', 'cell growth', 'transferase activity']","['kinase activity', 'phosphorylation', 'protein serine/threonine kinase activity', 'developmental growth involved in morphogenesis', 'developmental cell growth', 'cellular_component_unknown', 'inorganic anion transport', 'cell wall organization or biogenesis', 'protein phosphorylation', 'cell differentiation', 'tissue development', 'root development', 'developmental growth']",823,AT1G51880,AT3G21340,823,AT3G21340,AT3G21340,at3g21340,330.0,10.14640289,189.4587831,1.4231,0.134565385,71.44,"['other cellular processes', 'other metabolic processes', 'kinase activity', 'protein binding', 'anatomical structure development', 'cell differentiation', 'catalytic activity', 'multicellular organism development', 'growth', 'cell growth', 'signaling receptor activity', 'extracellular region', 'transferase activity']","['cell tip growth', 'tissue development', 'phosphorylation', 'protein serine/threonine kinase activity', 'transmembrane receptor protein tyrosine kinase activity', 'root hair cell differentiation', 'protein phosphorylation', 'protein binding', 'protein tyrosine kinase activity', 'cell morphogenesis involved in differentiation', 'root morphogenesis', 'kinase activity', 'developmental cell growth', 'extracellular region', 'developmental growth']",330.0,,1.442736636688,0.2406348429142845
188,825,AT2G47800,AT3G62700,825,AT2G47800,abcc4,"abcc4,atmrp4,est3,mrp4",16.0,191.0924321,1187.544673,1.0164,0.098976781,81.6,"['vacuole', 'other cellular processes', 'response to external stimulus', 'Golgi apparatus', 'response to chemical', 'response to biotic stimulus', 'plasma membrane', 'transporter activity', 'other cellular components', 'other membranes', 'response to stress', 'cytosol', 'response to abiotic stimulus', 'chloroplast', 'transport']","['vacuole', 'Golgi apparatus', 'response to nematode', 'plant-type vacuole', 'cytosol', 'transmembrane transport', 'vacuole', 'plant-type vacuole', 'vacuole', 'plasma membrane', 'vacuolar membrane', 'membrane', 'plasma membrane', 'folic acid transmembrane transporter activity', 'plasmodesma', 'response to wounding', 'chloroplast', 'stomatal movement', 'plant-type vacuole', 'ATPase-coupled transmembrane transporter activity', 'ATPase-coupled transmembrane transporter activity', 'response to water deprivation']",825,AT2G47800,AT3G62700,825,AT3G62700,abcc14,"abcc14,atmrp10,mrp10",16.0,843.040629,4335.158271,1.0164,0.098976781,81.73,"['vacuole', 'other cellular processes', 'Golgi apparatus', 'transporter activity', 'other membranes', 'cytosol', 'chloroplast', 'transport']","['chloroplast', 'plant-type vacuole', 'transmembrane transport', 'ABC-type transporter activity', 'cytosol', 'membrane', 'vacuolar membrane', 'Golgi apparatus', 'plant-type vacuole', 'vacuole', 'ATPase-coupled transmembrane transporter activity', 'ATPase-coupled transmembrane transporter activity', 'vacuole', 'plant-type vacuole']",16.0,1.0164,0.22667048956664224,0.2739334065249864
