locus|CommonName
AT3G62650|AT3G62650
AT3G62710|AT3G62710
AT3G62725|AT3G62725
AT3G62730|AT3G62730
AT3G62780|AT3G62780
AT3G62790|AT3G62790
AT3G62810|AT3G62810
AT3G62820|AT3G62820
AT3G62840|AT3G62840
AT3G62850|AT3G62850
AT3G62860|AT3G62860
AT3G62870|AT3G62870
AT3G62890|AT3G62890
AT3G62900|AT3G62900
AT3G62920|AT3G62920
AT3G62930|AT3G62930
AT3G62940|AT3G62940
AT3G62950|AT3G62950
AT3G62960|AT3G62960
AT3G62970|AT3G62970
AT3G62988|AT3G62988
AT3G62990|AT3G62990
AT3G63020|AT3G63020
AT3G63040|AT3G63040
AT3G63050|AT3G63050
AT3G63052|AT3G63052
AT3G63070|AT3G63070
AT3G63090|AT3G63090
AT3G63095|AT3G63095
AT3G63220|AT3G63220
AT3G63240|AT3G63240
AT3G63270|AT3G63270
AT3G63290|AT3G63290
AT3G63320|AT3G63320
AT3G63340|AT3G63340
AT3G63360|AT3G63360
AT3G63380|AT3G63380
AT3G63390|AT3G63390
AT3G63400|AT3G63400
AT3G63450|AT3G63450
AT3G63480|AT3G63480
AT3G63510|AT3G63510
AT3G63540|AT3G63540
AT3G66652|AT3G66652
AT3G66654|AT3G66654
AT3G66656|AT3G66656
AT4G00030|AT4G00030
AT4G00040|AT4G00040
AT4G00070|AT4G00070
AT4G00090|AT4G00090
AT4G00130|AT4G00130
AT4G00165|AT4G00165
AT4G00170|AT4G00170
AT4G00234|AT4G00234
AT4G00238|AT4G00238
AT4G00250|AT4G00250
AT4G00270|AT4G00270
AT4G00280|AT4G00280
AT4G00290|AT4G00290
AT4G00300|AT4G00300
AT4G00305|AT4G00305
AT4G00320|AT4G00320
AT4G00342|AT4G00342
AT4G00350|AT4G00350
AT4G00390|AT4G00390
AT4G00416|AT4G00416
AT4G00420|AT4G00420
AT4G00500|AT4G00500
AT4G00520|AT4G00520
AT4G00525|AT4G00525
AT4G00530|AT4G00530
AT4G00540|AT4G00540
AT4G00560|AT4G00560
AT4G00580|AT4G00580
AT4G00585|AT4G00585
AT4G00590|AT4G00590
AT4G00600|AT4G00600
AT4G00651|AT4G00651
AT4G00670|AT4G00670
AT4G00695|AT4G00695
AT4G00700|AT4G00700
AT4G00750|AT4G00750
AT4G00752|AT4G00752
AT4G00755|AT4G00755
AT4G00770|AT4G00770
AT4G00780|AT4G00780
AT4G00810|AT4G00810
AT4G00840|AT4G00840
AT4G00870|AT4G00870
AT4G00890|AT4G00890
AT4G00893|AT4G00893
AT4G00895|AT4G00895
AT4G00905|AT4G00905
AT4G00910|AT4G00910
AT4G00920|AT4G00920
AT4G00955|AT4G00955
AT4G00960|AT4G00960
AT4G00980|AT4G00980
AT4G00990|AT4G00990
AT4G01000|AT4G01000
AT4G01020|AT4G01020
AT4G01023|AT4G01023
AT4G01030|AT4G01030
AT4G01040|AT4G01040
AT4G01090|AT4G01090
AT4G01110|AT4G01110
AT4G01130|AT4G01130
AT4G01140|AT4G01140
AT4G01160|AT4G01160
AT4G01170|AT4G01170
AT4G01180|AT4G01180
AT4G01200|AT4G01200
AT4G01210|AT4G01210
AT4G01230|AT4G01230
AT4G01240|AT4G01240
AT4G01270|AT4G01270
AT4G01280|AT4G01280
AT4G01290|AT4G01290
AT4G01310|AT4G01310
AT4G01328|AT4G01328
AT4G01330|AT4G01330
AT4G01335|AT4G01335
AT4G01340|AT4G01340
AT4G01350|AT4G01350
AT4G01380|AT4G01380
AT4G01390|AT4G01390
AT4G01400|AT4G01400
AT4G01410|AT4G01410
AT4G01460|AT4G01460
AT4G01490|AT4G01490
AT4G01515|AT4G01515
AT4G01525|AT4G01525
AT4G01535|AT4G01535
AT4G01570|AT4G01570
AT4G01575|AT4G01575
AT4G01580|AT4G01580
AT4G01590|AT4G01590
AT4G01595|AT4G01595
AT4G01600|AT4G01600
AT4G01610|AT4G01610
AT4G01650|AT4G01650
AT4G01670|AT4G01670
AT4G01700|AT4G01700
AT4G01730|AT4G01730
AT4G01735|AT4G01735
AT4G01740|AT4G01740
AT4G01770|AT4G01770
AT4G01780|AT4G01780
AT4G01790|AT4G01790
AT4G01810|AT4G01810
AT4G01860|AT4G01860
AT4G01870|AT4G01870
AT4G01880|AT4G01880
AT4G01883|AT4G01883
AT4G01895|AT4G01895
AT4G01897|AT4G01897
AT4G01910|AT4G01910
AT4G01915|AT4G01915
AT4G01920|AT4G01920
AT4G01925|AT4G01925
AT4G01930|AT4G01930
AT4G01935|AT4G01935
AT4G01960|AT4G01960
AT4G01975|AT4G01975
AT4G01980|AT4G01980
AT4G01985|AT4G01985
AT4G01990|AT4G01990
AT4G01995|AT4G01995
AT4G02000|AT4G02000
AT4G02010|AT4G02010
AT4G02030|AT4G02030
AT4G02040|AT4G02040
AT4G02090|AT4G02090
AT4G02100|AT4G02100
AT4G02110|AT4G02110
AT4G02120|AT4G02120
AT4G02140|AT4G02140
AT4G02160|AT4G02160
AT4G02170|AT4G02170
AT4G02180|AT4G02180
AT4G02200|AT4G02200
AT4G02210|AT4G02210
AT4G02220|AT4G02220
AT4G02230|AT4G02230
AT4G02300|AT4G02300
AT4G02314|AT4G02314
AT4G02320|AT4G02320
AT4G02340|AT4G02340
AT4G02360|AT4G02360
AT4G02370|AT4G02370
AT4G02400|AT4G02400
AT4G02405|AT4G02405
AT4G02425|AT4G02425
AT4G02450|AT4G02450
AT4G02465|AT4G02465
AT4G02480|AT4G02480
AT4G02482|AT4G02482
AT4G02485|AT4G02485
AT4G02489|AT4G02489
AT4G02490|AT4G02490
AT4G02530|AT4G02530
AT4G02540|AT4G02540
AT4G02541|AT4G02541
AT4G02550|AT4G02550
AT4G02580|AT4G02580
AT4G02610|AT4G02610
AT4G02620|AT4G02620
AT4G02630|AT4G02630
AT4G02650|AT4G02650
AT4G02655|AT4G02655
AT4G02660|AT4G02660
AT4G02715|AT4G02715
AT4G02720|AT4G02720
AT4G02725|AT4G02725
AT4G02740|AT4G02740
AT4G02750|AT4G02750
AT4G02760|AT4G02760
AT4G02800|AT4G02800
AT4G02820|AT4G02820
AT4G02830|AT4G02830
AT4G02840|AT4G02840
AT4G02850|AT4G02850
AT4G02860|AT4G02860
AT4G02880|AT4G02880
AT4G02900|AT4G02900
AT4G02910|AT4G02910
AT4G02920|AT4G02920
AT4G02930|AT4G02930
AT4G02940|AT4G02940
AT4G02950|AT4G02950
AT4G02960|AT4G02960
AT4G03000|AT4G03000
AT4G03010|AT4G03010
AT4G03020|AT4G03020
AT4G03030|AT4G03030
AT4G03040|AT4G03040
AT4G03100|AT4G03100
AT4G03115|AT4G03115
AT4G03120|AT4G03120
AT4G03130|AT4G03130
AT4G03140|AT4G03140
AT4G03150|AT4G03150
AT4G03156|AT4G03156
AT4G03165|AT4G03165
AT4G03175|AT4G03175
AT4G03180|AT4G03180
AT4G03200|AT4G03200
AT4G03220|AT4G03220
AT4G03230|AT4G03230
AT4G03250|AT4G03250
AT4G03260|AT4G03260
AT4G03290|AT4G03290
AT4G03292|AT4G03292
AT4G03298|AT4G03298
AT4G03300|AT4G03300
AT4G03310|AT4G03310
AT4G03340|AT4G03340
AT4G03350|AT4G03350
AT4G03380|AT4G03380
AT4G03410|AT4G03410
AT4G03420|AT4G03420
AT4G03440|AT4G03440
AT4G03443|AT4G03443
AT4G03450|AT4G03450
AT4G03460|AT4G03460
AT4G03470|AT4G03470
AT4G03480|AT4G03480
AT4G03490|AT4G03490
AT4G03500|AT4G03500
AT4G03505|AT4G03505
AT4G03540|AT4G03540
AT4G03565|AT4G03565
AT4G03570|AT4G03570
AT4G03580|AT4G03580
AT4G03600|AT4G03600
AT4G03610|AT4G03610
AT4G03620|AT4G03620
AT4G03630|AT4G03630
AT4G03635|AT4G03635
AT4G03640|AT4G03640
AT4G03650|AT4G03650
AT4G03670|AT4G03670
AT4G03710|AT4G03710
AT4G03760|AT4G03760
AT4G03770|AT4G03770
AT4G03790|AT4G03790
AT4G03813|AT4G03813
AT4G03816|AT4G03816
AT4G03820|AT4G03820
AT4G03824|AT4G03824
AT4G03825|AT4G03825
AT4G03860|AT4G03860
AT4G03870|AT4G03870
AT4G03880|AT4G03880
AT4G03910|AT4G03910
AT4G03911|AT4G03911
AT4G03916|AT4G03916
AT4G03923|AT4G03923
AT4G03930|AT4G03930
AT4G03940|AT4G03940
AT4G03950|AT4G03950
AT4G03965|AT4G03965
AT4G03970|AT4G03970
AT4G03975|AT4G03975
AT4G03976|AT4G03976
AT4G04000|AT4G04000
AT4G04010|AT4G04010
AT4G04050|AT4G04050
AT4G04070|AT4G04070
AT4G04090|AT4G04090
AT4G04105|AT4G04105
AT4G04110|AT4G04110
AT4G04120|AT4G04120
AT4G04130|AT4G04130
AT4G04145|AT4G04145
AT4G04167|AT4G04167
AT4G04170|AT4G04170
AT4G04180|AT4G04180
AT4G04190|AT4G04190
AT4G04200|AT4G04200
AT4G04245|AT4G04245
AT4G04260|AT4G04260
AT4G04270|AT4G04270
AT4G04273|AT4G04273
AT4G04276|AT4G04276
AT4G04280|AT4G04280
AT4G04290|AT4G04290
AT4G04293|AT4G04293
AT4G04320|AT4G04320
AT4G04340|AT4G04340
AT4G04360|AT4G04360
AT4G04370|AT4G04370
AT4G04380|AT4G04380
AT4G04390|AT4G04390
AT4G04395|AT4G04395
AT4G04402|AT4G04402
AT4G04410|AT4G04410
AT4G04420|AT4G04420
AT4G04423|AT4G04423
AT4G04426|AT4G04426
AT4G04430|AT4G04430
AT4G04440|AT4G04440
AT4G04460|AT4G04460
AT4G04480|AT4G04480
AT4G04520|AT4G04520
AT4G04525|AT4G04525
AT4G04530|AT4G04530
AT4G04545|AT4G04545
AT4G04547|AT4G04547
AT4G04550|AT4G04550
AT4G04560|AT4G04560
AT4G04580|AT4G04580
AT4G04590|AT4G04590
AT4G04614|AT4G04614
AT4G04630|AT4G04630
AT4G04635|AT4G04635
AT4G04650|AT4G04650
AT4G04655|AT4G04655
AT4G04670|AT4G04670
AT4G04680|AT4G04680
AT4G04690|AT4G04690
AT4G04730|AT4G04730
AT4G04745|AT4G04745
AT4G04750|AT4G04750
AT4G04760|AT4G04760
AT4G04790|AT4G04790
AT4G04820|AT4G04820
AT4G04880|AT4G04880
AT4G04925|AT4G04925
AT4G04930|AT4G04930
AT4G04940|AT4G04940
AT4G04953|AT4G04953
AT4G04972|AT4G04972
AT4G04980|AT4G04980
AT4G04985|AT4G04985
AT4G04990|AT4G04990
AT4G05018|AT4G05018
AT4G05030|AT4G05030
AT4G05040|AT4G05040
AT4G05060|AT4G05060
AT4G05070|AT4G05070
AT4G05071|AT4G05071
AT4G05080|AT4G05080
AT4G05090|AT4G05090
AT4G05091|AT4G05091
AT4G05095|AT4G05095
AT4G05150|AT4G05150
AT4G05160|AT4G05160
AT4G05170|AT4G05170
AT4G05220|AT4G05220
AT4G05360|AT4G05360
AT4G05370|AT4G05370
AT4G05380|AT4G05380
AT4G05400|AT4G05400
AT4G05430|AT4G05430
AT4G05460|AT4G05460
AT4G05470|AT4G05470
AT4G05475|AT4G05475
AT4G05490|AT4G05490
AT4G05497|AT4G05497
AT4G05505|AT4G05505
AT4G05510|AT4G05510
AT4G05523|AT4G05523
AT4G05540|AT4G05540
AT4G05550|AT4G05550
AT4G05570|AT4G05570
AT4G05585|AT4G05585
AT4G05587|AT4G05587
AT4G05590|AT4G05590
AT4G05594|AT4G05594
AT4G05631|AT4G05631
AT4G05633|AT4G05633
AT4G05635|AT4G05635
AT4G06474|AT4G06474
AT4G06484|AT4G06484
AT4G06485|AT4G06485
AT4G06487|AT4G06487
AT4G06493|AT4G06493
AT4G06496|AT4G06496
AT4G06501|AT4G06501
AT4G06505|AT4G06505
AT4G06506|AT4G06506
AT4G06515|AT4G06515
AT4G06517|AT4G06517
AT4G06518|AT4G06518
AT4G06523|AT4G06523
AT4G06524|AT4G06524
AT4G06528|AT4G06528
AT4G06529|AT4G06529
AT4G06530|AT4G06530
AT4G06534|AT4G06534
AT4G06535|AT4G06535
AT4G06536|AT4G06536
AT4G06537|AT4G06537
AT4G06538|AT4G06538
AT4G06539|AT4G06539
AT4G06540|AT4G06540
AT4G06542|AT4G06542
AT4G06543|AT4G06543
AT4G06544|AT4G06544
AT4G06548|AT4G06548
AT4G06552|AT4G06552
AT4G06553|AT4G06553
AT4G06555|AT4G06555
AT4G06556|AT4G06556
AT4G06558|AT4G06558
AT4G06561|AT4G06561
AT4G06564|AT4G06564
AT4G06565|AT4G06565
AT4G06566|AT4G06566
AT4G06567|AT4G06567
AT4G06570|AT4G06570
AT4G06573|AT4G06573
AT4G06579|AT4G06579
AT4G06585|AT4G06585
AT4G06587|AT4G06587
AT4G06588|AT4G06588
AT4G06589|AT4G06589
AT4G06592|AT4G06592
AT4G06598|AT4G06598
AT4G06599|AT4G06599
AT4G06603|AT4G06603
AT4G06606|AT4G06606
AT4G06607|AT4G06607
AT4G06610|AT4G06610
AT4G06613|AT4G06613
AT4G06615|AT4G06615
AT4G06620|AT4G06620
AT4G06622|AT4G06622
AT4G06624|AT4G06624
AT4G06628|AT4G06628
AT4G06631|AT4G06631
AT4G06632|AT4G06632
AT4G06637|AT4G06637
AT4G06656|AT4G06656
AT4G06664|AT4G06664
AT4G06670|AT4G06670
AT4G06676|AT4G06676
AT4G06678|AT4G06678
AT4G06680|AT4G06680
AT4G06682|AT4G06682
AT4G06686|AT4G06686
AT4G06688|AT4G06688
AT4G06697|AT4G06697
AT4G06698|AT4G06698
AT4G06700|AT4G06700
AT4G06702|AT4G06702
AT4G06704|AT4G06704
AT4G06710|AT4G06710
AT4G06712|AT4G06712
AT4G06718|AT4G06718
AT4G06720|AT4G06720
AT4G06722|AT4G06722
AT4G06726|AT4G06726
AT4G06728|AT4G06728
AT4G06734|AT4G06734
AT4G06736|AT4G06736
AT4G06738|AT4G06738
AT4G06742|AT4G06742
AT4G06744|AT4G06744
AT4G07334|AT4G07334
AT4G07355|AT4G07355
AT4G07390|AT4G07390
AT4G07408|AT4G07408
AT4G07435|AT4G07435
AT4G07458|AT4G07458
AT4G07485|AT4G07485
AT4G07490|AT4G07490
AT4G07493|AT4G07493
AT4G07494|AT4G07494
AT4G07498|AT4G07498
AT4G07500|AT4G07500
AT4G07507|AT4G07507
AT4G07510|AT4G07510
AT4G07518|AT4G07518
AT4G07521|AT4G07521
AT4G07523|AT4G07523
AT4G07525|AT4G07525
AT4G07560|AT4G07560
AT4G07570|AT4G07570
AT4G07586|AT4G07586
AT4G07600|AT4G07600
AT4G07605|AT4G07605
AT4G07630|AT4G07630
AT4G07660|AT4G07660
AT4G07670|AT4G07670
AT4G07675|AT4G07675
AT4G07760|AT4G07760
AT4G07790|AT4G07790
AT4G07795|AT4G07795
AT4G07803|AT4G07803
AT4G07810|AT4G07810
AT4G07820|AT4G07820
AT4G07825|AT4G07825
AT4G07830|AT4G07830
AT4G07840|AT4G07840
AT4G07846|AT4G07846
AT4G07850|AT4G07850
AT4G07915|AT4G07915
AT4G07920|AT4G07920
AT4G07938|AT4G07938
AT4G07939|AT4G07939
AT4G07940|AT4G07940
AT4G07942|AT4G07942
AT4G07950|AT4G07950
AT4G07965|AT4G07965
AT4G07967|AT4G07967
AT4G07970|AT4G07970
AT4G07990|AT4G07990
AT4G08000|AT4G08000
AT4G08010|AT4G08010
AT4G08013|AT4G08013
AT4G08016|AT4G08016
AT4G08020|AT4G08020
AT4G08033|AT4G08033
AT4G08039|AT4G08039
AT4G08050|AT4G08050
AT4G08053|AT4G08053
AT4G08070|AT4G08070
AT4G08090|AT4G08090
AT4G08091|AT4G08091
AT4G08094|AT4G08094
AT4G08100|AT4G08100
AT4G08103|AT4G08103
AT4G08104|AT4G08104
AT4G08105|AT4G08105
AT4G08108|AT4G08108
AT4G08109|AT4G08109
AT4G08110|AT4G08110
AT4G08111|AT4G08111
AT4G08112|AT4G08112
AT4G08113|AT4G08113
AT4G08114|AT4G08114
AT4G08115|AT4G08115
AT4G08131|AT4G08131
AT4G08132|AT4G08132
AT4G08138|AT4G08138
AT4G08140|AT4G08140
AT4G08145|AT4G08145
AT4G08160|AT4G08160
AT4G08170|AT4G08170
AT4G08190|AT4G08190
AT4G08210|AT4G08210
AT4G08220|AT4G08220
AT4G08230|AT4G08230
AT4G08240|AT4G08240
AT4G08250|AT4G08250
AT4G08275|AT4G08275
AT4G08280|AT4G08280
AT4G08310|AT4G08310
AT4G08330|AT4G08330
AT4G08340|AT4G08340
AT4G08351|AT4G08351
AT4G08360|AT4G08360
AT4G08370|AT4G08370
AT4G08395|AT4G08395
AT4G08400|AT4G08400
AT4G08410|AT4G08410
AT4G08420|AT4G08420
AT4G08450|AT4G08450
AT4G08455|AT4G08455
AT4G08460|AT4G08460
AT4G08510|AT4G08510
AT4G08520|AT4G08520
AT4G08540|AT4G08540
AT4G08550|AT4G08550
AT4G08555|AT4G08555
AT4G08570|AT4G08570
AT4G08580|AT4G08580
AT4G08593|AT4G08593
AT4G08598|AT4G08598
AT4G08600|AT4G08600
AT4G08602|AT4G08602
AT4G08620|AT4G08620
AT4G08650|AT4G08650
AT4G08670|AT4G08670
AT4G08690|AT4G08690
AT4G08691|AT4G08691
AT4G08720|AT4G08720
AT4G08730|AT4G08730
AT4G08750|AT4G08750
AT4G08760|AT4G08760
AT4G08780|AT4G08780
AT4G08790|AT4G08790
AT4G08830|AT4G08830
AT4G08840|AT4G08840
AT4G08850|AT4G08850
AT4G08860|AT4G08860
AT4G08867|AT4G08867
AT4G08868|AT4G08868
AT4G08871|AT4G08871
AT4G08872|AT4G08872
AT4G08874|AT4G08874
AT4G08875|AT4G08875
AT4G08876|AT4G08876
AT4G08878|AT4G08878
AT4G08880|AT4G08880
AT4G08910|AT4G08910
AT4G08940|AT4G08940
AT4G08960|AT4G08960
AT4G08970|AT4G08970
AT4G08990|AT4G08990
AT4G09012|AT4G09012
AT4G09040|AT4G09040
AT4G09060|AT4G09060
AT4G09070|AT4G09070
AT4G09100|AT4G09100
AT4G09110|AT4G09110
AT4G09130|AT4G09130
AT4G09150|AT4G09150
AT4G09160|AT4G09160
AT4G09170|AT4G09170
AT4G09200|AT4G09200
AT4G09205|AT4G09205
AT4G09230|AT4G09230
AT4G09255|AT4G09255
AT4G09300|AT4G09300
AT4G09313|AT4G09313
AT4G09340|AT4G09340
AT4G09360|AT4G09360
AT4G09370|AT4G09370
AT4G09380|AT4G09380
AT4G09390|AT4G09390
AT4G09400|AT4G09400
AT4G09420|AT4G09420
AT4G09425|AT4G09425
AT4G09430|AT4G09430
AT4G09455|AT4G09455
AT4G09480|AT4G09480
AT4G09490|AT4G09490
AT4G09500|AT4G09500
AT4G09520|AT4G09520
AT4G09530|AT4G09530
AT4G09560|AT4G09560
AT4G09580|AT4G09580
AT4G09610|AT4G09610
AT4G09620|AT4G09620
AT4G09630|AT4G09630
AT4G09640|AT4G09640
AT4G09647|AT4G09647
AT4G09649|AT4G09649
AT4G09660|AT4G09660
AT4G09670|AT4G09670
AT4G09690|AT4G09690
AT4G09731|AT4G09731
AT4G09750|AT4G09750
AT4G09760|AT4G09760
AT4G09770|AT4G09770
AT4G09775|AT4G09775
AT4G09780|AT4G09780
AT4G09810|AT4G09810
AT4G09830|AT4G09830
AT4G09840|AT4G09840
AT4G09850|AT4G09850
AT4G09870|AT4G09870
AT4G09875|AT4G09875
AT4G09880|AT4G09880
AT4G09890|AT4G09890
AT4G09920|AT4G09920
AT4G09950|AT4G09950
AT4G09965|AT4G09965
AT4G09970|AT4G09970
AT4G10000|AT4G10000
AT4G10010|AT4G10010
AT4G10030|AT4G10030
AT4G10050|AT4G10050
AT4G10060|AT4G10060
AT4G10070|AT4G10070
AT4G10080|AT4G10080
AT4G10110|AT4G10110
AT4G10112|AT4G10112
AT4G10130|AT4G10130
AT4G10140|AT4G10140
AT4G10150|AT4G10150
AT4G10160|AT4G10160
AT4G10170|AT4G10170
AT4G10190|AT4G10190
AT4G10200|AT4G10200
AT4G10220|AT4G10220
AT4G10240|AT4G10240
AT4G10260|AT4G10260
AT4G10265|AT4G10265
AT4G10270|AT4G10270
AT4G10280|AT4G10280
AT4G10290|AT4G10290
AT4G10300|AT4G10300
AT4G10320|AT4G10320
AT4G10330|AT4G10330
AT4G10360|AT4G10360
AT4G10390|AT4G10390
AT4G10400|AT4G10400
AT4G10410|AT4G10410
AT4G10420|AT4G10420
AT4G10430|AT4G10430
AT4G10440|AT4G10440
AT4G10450|AT4G10450
AT4G10465|AT4G10465
AT4G10470|AT4G10470
AT4G10480|AT4G10480
AT4G10500|AT4G10500
AT4G10510|AT4G10510
AT4G10520|AT4G10520
AT4G10540|AT4G10540
AT4G10550|AT4G10550
AT4G10580|AT4G10580
AT4G10595|AT4G10595
AT4G10600|AT4G10600
AT4G10620|AT4G10620
AT4G10630|AT4G10630
AT4G10650|AT4G10650
AT4G10680|AT4G10680
AT4G10690|AT4G10690
AT4G10695|AT4G10695
AT4G10720|AT4G10720
AT4G10730|AT4G10730
AT4G10740|AT4G10740
AT4G10750|AT4G10750
AT4G10767|AT4G10767
AT4G10780|AT4G10780
AT4G10790|AT4G10790
AT4G10800|AT4G10800
AT4G10810|AT4G10810
AT4G10830|AT4G10830
AT4G10845|AT4G10845
AT4G10860|AT4G10860
AT4G10865|AT4G10865
AT4G10870|AT4G10870
AT4G10890|AT4G10890
AT4G10925|AT4G10925
AT4G10930|AT4G10930
AT4G10940|AT4G10940
AT4G10950|AT4G10950
AT4G10960|AT4G10960
AT4G10970|AT4G10970
AT4G10980|AT4G10980
AT4G10990|AT4G10990
AT4G11000|AT4G11000
AT4G11030|AT4G11030
AT4G11040|AT4G11040
AT4G11100|AT4G11100
AT4G11120|AT4G11120
AT4G11160|AT4G11160
AT4G11175|AT4G11175
AT4G11180|AT4G11180
AT4G11190|AT4G11190
AT4G11200|AT4G11200
AT4G11210|AT4G11210
AT4G11211|AT4G11211
AT4G11230|AT4G11230
AT4G11270|AT4G11270
AT4G11290|AT4G11290
AT4G11300|AT4G11300
AT4G11340|AT4G11340
AT4G11350|AT4G11350
AT4G11375|AT4G11375
AT4G11380|AT4G11380
AT4G11393|AT4G11393
AT4G11400|AT4G11400
AT4G11410|AT4G11410
AT4G11440|AT4G11440
AT4G11450|AT4G11450
AT4G11485|AT4G11485
AT4G11521|AT4G11521
AT4G11540|AT4G11540
AT4G11550|AT4G11550
AT4G11560|AT4G11560
AT4G11570|AT4G11570
AT4G11580|AT4G11580
AT4G11590|AT4G11590
AT4G11610|AT4G11610
AT4G11630|AT4G11630
AT4G11655|AT4G11655
AT4G11670|AT4G11670
AT4G11680|AT4G11680
AT4G11690|AT4G11690
AT4G11700|AT4G11700
AT4G11710|AT4G11710
AT4G11730|AT4G11730
AT4G11790|AT4G11790
AT4G11800|AT4G11800
AT4G11810|AT4G11810
AT4G11845|AT4G11845
AT4G11860|AT4G11860
AT4G11870|AT4G11870
AT4G11876|AT4G11876
AT4G11900|AT4G11900
AT4G11910|AT4G11910
AT4G11911|AT4G11911
AT4G11930|AT4G11930
AT4G11950|AT4G11950
AT4G11970|AT4G11970
AT4G11990|AT4G11990
AT4G12000|AT4G12000
AT4G12005|AT4G12005
AT4G12010|AT4G12010
AT4G12060|AT4G12060
AT4G12070|AT4G12070
AT4G12090|AT4G12090
AT4G12100|AT4G12100
AT4G12130|AT4G12130
AT4G12140|AT4G12140
AT4G12200|AT4G12200
AT4G12210|AT4G12210
AT4G12220|AT4G12220
AT4G12230|AT4G12230
AT4G12240|AT4G12240
AT4G12260|AT4G12260
AT4G12270|AT4G12270
AT4G12290|AT4G12290
AT4G12334|AT4G12334
AT4G12340|AT4G12340
AT4G12360|AT4G12360
AT4G12370|AT4G12370
AT4G12380|AT4G12380
AT4G12382|AT4G12382
AT4G12430|AT4G12430
AT4G12450|AT4G12450
AT4G12490|AT4G12490
AT4G12500|AT4G12500
AT4G12530|AT4G12530
AT4G12540|AT4G12540
AT4G12545|AT4G12545
AT4G12580|AT4G12580
AT4G12590|AT4G12590
AT4G12600|AT4G12600
AT4G12640|AT4G12640
AT4G12650|AT4G12650
AT4G12670|AT4G12670
AT4G12680|AT4G12680
AT4G12690|AT4G12690
AT4G12700|AT4G12700
AT4G12710|AT4G12710
AT4G12731|AT4G12731
AT4G12735|AT4G12735
AT4G12740|AT4G12740
AT4G12750|AT4G12750
AT4G12760|AT4G12760
AT4G12770|AT4G12770
AT4G12780|AT4G12780
AT4G12790|AT4G12790
AT4G12810|AT4G12810
AT4G12820|AT4G12820
AT4G12830|AT4G12830
AT4G12840|AT4G12840
AT4G12850|AT4G12850
AT4G12860|AT4G12860
AT4G12870|AT4G12870
AT4G12890|AT4G12890
AT4G12900|AT4G12900
AT4G12915|AT4G12915
AT4G12940|AT4G12940
AT4G12980|AT4G12980
AT4G12990|AT4G12990
AT4G13000|AT4G13000
AT4G13010|AT4G13010
AT4G13030|AT4G13030
AT4G13040|AT4G13040
AT4G13050|AT4G13050
AT4G13060|AT4G13060
AT4G13070|AT4G13070
AT4G13080|AT4G13080
AT4G13100|AT4G13100
AT4G13110|AT4G13110
AT4G13120|AT4G13120
AT4G13130|AT4G13130
AT4G13150|AT4G13150
AT4G13160|AT4G13160
AT4G13170|AT4G13170
AT4G13180|AT4G13180
AT4G13190|AT4G13190
AT4G13200|AT4G13200
AT4G13210|AT4G13210
AT4G13220|AT4G13220
AT4G13240|AT4G13240
AT4G13270|AT4G13270
AT4G13300|AT4G13300
AT4G13320|AT4G13320
AT4G13330|AT4G13330
AT4G13360|AT4G13360
AT4G13370|AT4G13370
AT4G13380|AT4G13380
AT4G13400|AT4G13400
AT4G13440|AT4G13440
AT4G13450|AT4G13450
AT4G13455|AT4G13455
AT4G13470|AT4G13470
AT4G13500|AT4G13500
AT4G13530|AT4G13530
AT4G13540|AT4G13540
AT4G13550|AT4G13550
AT4G13572|AT4G13572
AT4G13575|AT4G13575
AT4G13580|AT4G13580
AT4G13590|AT4G13590
AT4G13600|AT4G13600
AT4G13610|AT4G13610
AT4G13615|AT4G13615
AT4G13620|AT4G13620
AT4G13630|AT4G13630
AT4G13650|AT4G13650
AT4G13680|AT4G13680
AT4G13690|AT4G13690
AT4G13700|AT4G13700
AT4G13710|AT4G13710
AT4G13720|AT4G13720
AT4G13730|AT4G13730
AT4G13780|AT4G13780
AT4G13800|AT4G13800
AT4G13820|AT4G13820
AT4G13860|AT4G13860
AT4G13885|AT4G13885
AT4G13970|AT4G13970
AT4G13990|AT4G13990
AT4G13992|AT4G13992
AT4G14000|AT4G14000
AT4G14020|AT4G14020
AT4G14050|AT4G14050
AT4G14090|AT4G14090
AT4G14096|AT4G14096
AT4G14100|AT4G14100
AT4G14103|AT4G14103
AT4G14104|AT4G14104
AT4G14120|AT4G14120
AT4G14145|AT4G14145
AT4G14160|AT4G14160
AT4G14165|AT4G14165
AT4G14170|AT4G14170
AT4G14190|AT4G14190
AT4G14200|AT4G14200
AT4G14225|AT4G14225
AT4G14226|AT4G14226
AT4G14230|AT4G14230
AT4G14240|AT4G14240
AT4G14250|AT4G14250
AT4G14270|AT4G14270
AT4G14280|AT4G14280
AT4G14290|AT4G14290
AT4G14300|AT4G14300
AT4G14301|AT4G14301
AT4G14305|AT4G14305
AT4G14310|AT4G14310
AT4G14320|AT4G14320
AT4G14330|AT4G14330
AT4G14342|AT4G14342
AT4G14350|AT4G14350
AT4G14360|AT4G14360
AT4G14368|AT4G14368
AT4G14370|AT4G14370
AT4G14380|AT4G14380
AT4G14385|AT4G14385
AT4G14390|AT4G14390
AT4G14403|AT4G14403
AT4G14420|AT4G14420
AT4G14450|AT4G14450
AT4G14460|AT4G14460
AT4G14480|AT4G14480
AT4G14490|AT4G14490
AT4G14500|AT4G14500
AT4G14520|AT4G14520
